的	白勹丶
海	氵𠂉母
相	木目
光	小兀
咋	口𠂉匕
且	且
林	木木
化	亻匕
班	王刂王
滴	氵亠八冂十口
店	广卜口
安	宀女
坐	人人土
度	广廿又
俄	亻手戈
歌	丁口丁口欠
信	亻言
若	艹𠂇口
原	厂白小
文	文
晚	日召儿
量	日一田土
村	木寸
式	弋工
空	穴工
山	山
毛	毛
重	千日土
主	丶王
另	口力
入	人
伐	亻戈
血	丿皿
爽	大乂乂乂乂
往	行丶王
片	爿
狗	犭勹口
共	艹廾
西	西
周	用口
超	走召
明	日月
均	土勹冫
期	甘廾月
照	日召火
切	七刀
留	卯田
特	牛土寸
神	示申
教	耂子攵
哥	丁口丁口
甘	甘
值	亻十目
么	丿厶
陪	阝立口
既	艮旡
哭	口口犬
力	力
建	廴彐キ
洗	氵牛儿
懂	心艹千日土
口	口
指	扌匕日
球	王十⺍丶
仍	亻㇕丿
活	氵舌
跌	足手丶
清	氵丰月
提	扌日一止
除	阝亼木
通	之龴用
酒	氵酉
票	西示
六	亠八
病	疒一冂人
咩	口羊
假	亻尸二コ又
久	𠂊丶
段	厂三殳
平	干八
抓	扌爪
套	大長
急	𠂊彐心
城	土戊㇕
任	亻丿士
草	艹日十
理	王田土
令	亼龴
雨	雨
唱	口日日
左	𠂇工
常	小冖口巾
色	𠂊巴
菜	艹爪木
集	隹木
感	戊一口心
房	户方
混	氵日匕匕
敢	㇕耳攵
火	火
操	扌口口口木
南	十冂半
退	之艮
件	亻牛
破	石皮
德	行十四一心
雪	雨彐
局	尸㇕口
噢	口宀米大
整	木口攵一止
傻	亻囟八夂
克	十口儿
呃	口厂卩
喊	口戊一口
跳	足儿⺍
沈	氵冖儿
反	𠂆又
篇	竹户冊
待	行土寸
砸	石匚巾
深	氵冖八木
根	木艮
求	十⺍丶
投	扌殳
款	士示欠
知	矢口
八	八
配	酉巳
器	口口犬口口
何	亻丁口
率	亠幺⺍十
鬼	鬼
修	亻丨夂彡
面	頁圍
北	北
木	木
份	亻八刀
情	心丰月
肉	䏑
需	雨而
七	七
流	氵亠厶川
噶	口艹日勹亡
招	扌召
痛	疒龴用
列	一夕刂
石	石
香	禾日
封	土土寸
眼	目艮
易	日勿
冷	冫亼龴
借	亻廿日
派	氵𠂆亻
付	亻寸
十	十
油	氵由
胡	十口月
排	扌非
停	亻亠口冖丁
合	亼口
身	身
章	立日十
科	禾冫十
星	日生
牌	爿鬼十
翻	釆田习习
帖	巾卜口
商	亠八冂八口
物	牛勿
泡	氵勹巳
玉	王丶
追	之丿㠯
背	北月
解	𠂊用刀牛
室	宀至
底	广氏丶
代	亻弋
朱	𠂉木
亦	大八
乾	十日十𠂉乙
工	工
咱	口自
刀	刀
喔	口尸至
波	氵皮
推	扌隹
落	艹氵夂口
春	丰日
笨	竹木一
九	九
江	氵工
短	矢一口䒑
含	亼㇕口
千	千
炒	火小丿
藉	艹耒廿日
丫	八丨
徐	行亼木
秒	禾小丿
青	丰月
耍	而女
夜	亠亻夂丶
吹	口欠
板	木𠂆又
土	土
姐	女且
直	十目
公	八厶
苦	艹十口
秀	禾㇕丿
博	十甫寸
皮	皮
朝	十日十月
君	尹口
利	禾刂
素	丰糸
立	立
存	一亻子
吾	二乂口
民	巳七
命	亼口卩
睇	目弋弓
忘	亡心
茶	艹人木
冰	冫水
供	亻艹廾
案	宀女木
田	田
初	衤刀
品	口口口
抽	扌由
造	之牛口
抱	扌勹巳
野	田土予
胖	月半
故	十口攵
服	月卩又
百	一白
兵	斤廾
英	艹冂大
般	舟殳
演	氵宀一由八
嘴	口止匕𠂊用
填	土十目廾
果	田木
保	亻口木
唐	广尹口
夏	頁夂
莫	艹日大
硬	石一日乂
寒	宀甘八冫
挖	扌穴乙
凡	凡
言	言
防	阝方
街	行土土
距	足匚コ
挑	扌儿⺍
欲	八人口欠
竟	立日儿
源	氵厂白小
官	宀㠯
寄	宀大丁口
古	十口
首	八頁
思	田心
郭	亠口子阝
亮	亠口冖几
干	干
粉	米八刀
爆	火日艹廾水
戴	十戈田艹廾
然	䏑犬火
疼	疒夂冫
雷	雨田
港	氵艹廾巳
租	禾且
狼	犭丶艮
狂	犭王
布	𠂇巾
引	弓丨
捏	扌日土
佛	亻弓刂
食	食
船	舟几口
今	亼㇕
恨	心艮
宋	宀木
猛	犭子皿
客	宀夂口
友	𠂇又
句	勹口
斯	甘廾斤
沙	氵小丿
哼	口亠口了
望	亡月王
腿	月之艮
丁	丁
祝	示口儿
界	田人刂
抗	扌亠几
步	止癶
河	氵丁口
缺	午凵㇕大
尚	小冂口
似	亻厶人
羊	羊
福	示一口田
必	弋八
遭	之一曲日
否	不口
端	立山而
猜	犭丰月
伊	亻尹
秦	丰禾
秋	禾火
毒	丰母
架	力口木
熊	厶月匕匕火
持	扌土寸
插	扌千臼
折	扌斤
意	立日心
呆	口木
基	甘廾土
困	圍木
圈	圍半卩
迷	之米
踢	足日勿
史	口乂
甲	甲
呵	口丁口
搬	扌舟殳
乃	㇕丿
右	𠂇口
塔	土艹亼口
拖	扌𠂉也
摸	扌艹日大
院	阝宀一兀
散	廿月攵
松	木人厶
爸	八乂巴
喜	士口䒑口
洋	氵羊
呈	口王
治	氵厶口
降	阝夂㐄
富	宀一口田
姓	女生
料	米冫十
嘎	口頁戈
咬	口亠八乂
梅	木𠂉母
批	扌匕匕
足	足
爬	爪巴
醒	酉日生
狠	犭艮
逛	之犭王
精	米丰月
瘦	疒臼丨又
踩	足爪木
偷	亻亼月刂
支	十又
杜	木土
鞋	革土土
展	尸廿衤
咧	口一夕刂
依	亻衣
倍	亻立口
康	广尹⺍
堂	小冖口土
救	十⺍丶攵
音	立日
世	廿乚
著	艹耂
仲	亻中
舞	𠂉廿廿夕㐄
守	宀寸
露	雨足夂口
冒	冖二目
弱	弓冫弓冫
影	日亠口小彡
州	⺍川
替	夫夫日
逼	之一口田
曲	曲
牙	牙
箱	竹木目
遍	之户冊
巴	巴
武	戈止
湖	氵十口月
程	禾口王
柳	木卯
偏	亻户冊
印	臼卩
味	口二木
零	雨亼龴
角	𠂊用
紫	止匕糸
勒	革力
耶	耳阝
熟	亠口子丸火
孔	子乚
寸	寸
厚	厂日子
答	竹亼口
社	示土
兼	禾禾彐
娘	女丶艮
登	癶一口䒑
微	行山一几攵
佳	亻土土
瞭	目一火日小
雅	牙隹
魔	广木木鬼
司	㇕一口
志	士心
奇	大丁口
瓦	瓦
居	尸十口
盛	戊㇕皿
奶	女㇕丿
虎	虎
后	𠂆一口
洞	氵冂一口
台	厶口
形	一廾彡
川	川
充	亠厶儿
害	宀丰口
喂	口田衤
免	召儿
景	日亠口小
曹	一曲日
煮	耂火
良	丶艮
蛋	足虫
吐	口土
肥	月巴
仙	亻山
碰	石立立
酸	酉厶八夂
侯	亻コ矢
塞	宀甘八土
欠	欠
擦	扌宀䏑又示
藏	艹戈爿臣
皆	匕匕白
屁	尸匕匕
永	丶水
夫	夫
琴	王王亼㇕
宏	宀𠂇厶
例	亻一夕刂
砍	石欠
兄	口儿
善	羊䒑口
增	土八四日
施	方𠂉也
暗	日立日
忍	刀丶心
肯	止月
母	母
艾	艹乂
致	至攵
宗	宀示
麻	广木木
怒	女又心
扔	扌㇕丿
游	氵方𠂉子
腰	月西女
嫩	女木口攵
肖	小月
罪	四非
仔	亻子
丑	彐丨
敏	𠂉母攵
棒	木丰キ
臭	自犬
拆	扌斤丶
蔡	艹䏑又示
校	木亠八乂
氏	氏
糖	米广尹口
吉	士口
押	扌甲
吵	口小丿
谷	八人口
衣	衣
宇	宀丁一
末	一木
潘	氵釆田
告	牛口
旁	亠八冖方
耐	而寸
董	艹千日土
榜	木亠八冖方
醉	酉亠人人十
妹	女二木
宜	宀且
尼	尸匕
灰	𠂇火
屋	尸至
楚	木木足
丹	冊丶
乘	禾北
刻	亠凵人刂
俊	亻厶八夂
芳	艹方
抄	扌小丿
酷	酉牛口
京	亠口小
返	之𠂆又
瑞	王山而
仁	亻二
添	氵一大心
催	亻山隹
具	目廾
威	戊一女
核	木亠凵人
瓶	䒑廾瓦
犯	犭卩
族	方𠂉矢
季	禾子
骨	骨
嘿	口四土火
黎	禾丿刀人水
密	宀弋八山
士	士
炸	火𠂉匕
祇	示氏
洪	氵艹廾
容	穴人口
射	身寸
智	矢口日
索	十冖糸
聚	耳又亻
拼	扌䒑廾
燕	廿口北火
撞	扌立田土
膜	月艹日大
普	立立日
竹	竹竹
魏	禾女鬼
乜	㇕乚
范	艹氵卩
搭	扌艹亼口
袁	土口衤
扯	扌止
彭	士口䒑彡
薄	艹氵甫寸
曰	日
胃	田月
堆	土隹
赴	走卜
躲	身几木
孟	子皿
抵	扌氏丶
甜	舌甘
彩	爪木彡
甚	甘匚八
厄	厂卩
粗	米且
申	申
念	亼㇕心
惹	艹𠂇口心
盒	亼口皿
逃	之儿⺍
嘉	士口䒑力口
升	丿廾
姚	女儿⺍
休	亻木
症	疒一止
斤	斤
功	工力
喇	口木口刂
浪	氵丶艮
扣	扌口
泰	丰水
忠	中心
梁	氵刀八木
吸	口𠂊又
跨	足大一丂
森	木木木
瞎	目宀丰口
卷	半卩
于	丁一
井	二刂
蛇	虫宀匕
寺	土寸
屏	尸䒑廾
灌	氵艹口口隹
埋	土田土
略	田夂口
目	目
蒙	艹冖一豕
托	扌丿七
巧	工丂
淡	氵火火
拜	手一丰
冬	夂冫
娜	女刀二阝
池	氵也
敲	亠口冂口卜又
愁	禾火心
勇	龴用力
泥	氵尸匕
昏	氏日
遇	之日冂厶
巨	匚コ
怎	𠂉匕心
磨	广木木石
呼	口爪丁
液	氵亠亻夂丶
泉	白水
嫁	女宀豕
汪	氵王
稍	禾小月
薛	艹丿㠯辛
豆	一口䒑
旺	日王
攻	工攵
祥	示羊
委	禾女
佐	亻𠂇工
隔	阝一口冂八丁
崔	山隹
碗	石宀夕卩
吻	口勿
健	亻廴彐キ
速	之木口
失	手丶
雄	𠂇厶隹
胸	月勹乂凵
框	木匚王
暴	日艹廾水
娃	女土土
唯	口隹
漏	氵尸雨
拔	扌犬㇕
洛	氵夂口
探	扌冖八木
碟	石廿乚木
郎	丶艮阝
珠	王𠂉木
尿	尸水
透	之禾㇕丿
惠	一日厶心
府	广亻寸
菲	艹非
叼	口㇕一
父	八乂
耳	耳
窗	穴囟夂
搜	扌臼丨又
希	乂𠂇巾
患	中中心
尾	尸毛
播	扌釆田
岩	山石
逗	之一口䒑
限	阝艮
帝	亠八冖巾
昌	日日
模	木艹日大
扁	户冊
舒	亼十口予
嫌	女禾禾彐
陶	阝勹午凵
苗	艹田
剪	䒑月刂刀
羽	习习
哩	口田土
稿	禾亠口冂口
邦	丰阝
玲	王亼龴
坑	土亠几
袋	亻弋衣
趁	走人彡
妖	女丿大
甩	月乚
琳	王木木
乙	乙
伴	亻半
尊	八酉寸
熬	丰力攵火
吊	口巾
霜	雨木目
沿	氵几口
伯	亻白
浩	氵牛口
剩	禾北刂
域	土戈口一
祖	示且
肺	月一巾
附	阝亻寸
制	牛巾刂
玄	亠幺
置	四十目
豪	亠口冖豕
助	且力
幽	幺幺山
欣	斤欠
辣	辛木口
煤	火甘木
瓜	瓜
俾	亻鬼十
慧	丰丰彐心
墨	四土火土
娶	耳又女
犬	犬
炎	火火
震	雨辰
遂	之八豕
斌	文戈止
控	扌穴工
覆	西行𠂉日夂
趟	走小冂口
禁	木木示
烤	火耂丂
童	立田土
徵	行山一王攵
杯	木不
暨	艮旡日一
晴	日丰月
魂	二厶鬼
益	䒑八皿
庭	广廴亻土
肝	月干
坊	土方
晨	日辰
振	扌辰
割	宀丰口刂
消	氵小月
兆	儿⺍
隆	阝夂一生
撤	扌亠厶月攵
粥	弓米弓
馨	士尸殳禾日
滑	氵骨
曼	日四又
暖	日爪一𠂇又
己	巳
止	止
柱	木丶王
妻	一尹女
盾	𠂆十目
奔	大十艹
政	一止攵
爹	八乂夕夕
尹	尹
廖	广习习人彡
刺	木冂刂
冠	冖一兀寸
躺	身小冂口
舍	亼十口
鑫	金金金
售	隹口
婚	女氏日
妞	女彐丨
邱	丘阝
兔	召儿丶
敬	艹勹口攵
潮	氵十日十月
昂	日匕卩
咳	口亠凵人
邪	牙阝
促	亻足
鼠	臼釆
葛	艹日勹亡
串	中中
桑	又又又木
苑	艹夕卩
迎	之匕卩
弓	弓
碎	石亠人人十
余	亼木
承	㇕水三
迪	之由
臣	臣
勤	廿口丰力
摔	扌亠幺⺍十
蒸	艹㇕水一火
凌	冫土八夂
辛	辛
旗	方𠂉甘廾
妙	女小丿
始	女厶口
符	竹亻寸
亭	亠口冖丁
吼	口子乚
云	二厶
研	石一廾
咪	口米
俗	亻八人口
珍	王人彡
卓	卜日十
嗨	口氵𠂉母
捧	扌丰キ
舔	舌一大心
喃	口十冂半
愈	亼月刂心
溪	氵爪幺大
歪	不一止
晃	日小兀
斜	亼木冫十
尤	尤
洲	氵⺍川
乎	爪丁
湘	氵木目
翔	羊习习
枝	木十又
逸	之召儿丶
哄	口艹廾
餐	卜夕又食
染	氵九木
粘	米卜口
炮	火勹巳
桌	卜日木
芬	艹八刀
萍	艹氵干八
晶	日日日
勾	勹厶
戒	戈廾
桂	木土土
朗	丶艮月
堵	土耂
矣	厶矢
捐	扌口月
荷	艹亻丁口
棉	木白巾
私	禾厶
姜	羊女
嗲	口八乂夕夕
鼓	士口䒑十又
霞	雨尸二コ又
瞧	目隹火
皇	白王
企	人止
互	一彑
沉	氵冖几
箭	竹䒑月刂
柏	木白
焦	隹火
憋	巾⺍攵心
盟	日月皿
延	廴丿止
柔	予丿木
粒	米立
盆	八刀皿
眉	尸目
碧	王白石
籍	竹耒廿日
刮	舌刂
勿	勿
坤	土申
汁	氵十
浴	氵八人口
翼	习习田艹廾
哲	扌斤口
涵	氵了⺍凵
菌	艹圍禾
桶	木龴用
抹	扌一木
判	半刂
弟	弋弓
傅	亻甫寸
衰	衣口一
柯	木丁口
叔	上小又
肩	户月
殿	尸艹廾殳
番	釆田
怡	心厶口
旭	九日
航	舟亠几
妮	女尸匕
坡	土皮
旅	方𠂉亻
赤	土火
技	扌十又
摘	扌亠八冂十口
翠	习习亠人人十
孝	耂子
移	禾夕夕
予	予
岳	丘山
屎	尸米
融	一口冂八丁虫
棋	木甘廾
扶	扌夫
介	亻八
渡	氵广廿又
芯	艹心
采	爪木
乳	爪子乚
拳	半手
浜	氵斤廾
薇	艹行山一几攵
淫	氵爪丿士
拽	扌申丿
宅	宀丿七
掌	小冖口手
培	土立口
莉	艹禾刂
盼	目八刀
握	扌尸至
截	十戈隹
酶	酉𠂉母
孤	子瓜
邵	召阝
什	亻十
宣	宀二日
妍	女一廾
尖	小大
醋	酉廿日
朵	几木
穆	禾白小彡
姬	女臣
啃	口止月
耗	耒毛
息	自心
伍	亻二乂
塘	土广尹口
逢	之夂丰
桃	木儿⺍
壁	尸口辛土
霍	雨隹
漆	氵木人水
虹	虫工
丸	丸
券	半刀
俱	亻目廾
菊	艹勹米
奴	女又
岸	山厂干
凝	冫匕矢龴足
芝	艹之
兮	八丂
烈	一夕刂火
矮	矢禾女
婆	氵皮女
俞	亼月刂
蝶	虫廿乚木
枕	木冖儿
避	之尸口辛
郝	土火阝
帕	巾白
浮	氵爪子
盈	㇕丿又皿
枚	木攵
材	木十丿
扎	扌乚
翁	八厶习习
幻	幺㇕
衫	衤彡
杆	木干
固	圍十口
耀	小兀习习隹
槽	木一曲日
穴	穴
幅	巾一口田
伸	亻申
悲	非心
殷	𠂆彐㇕殳
萌	艹日月
斑	王文王
澡	氵口口口木
屈	尸屮凵
娟	女口月
怨	夕卩心
恐	工凡心
柴	止匕木
逆	之䒑屮
渣	氵木日一
熙	臣巳火
抖	扌冫十
忽	勿心
津	氵彐キ
胎	月厶口
准	冫隹
摩	广木木手
漫	氵日四又
溜	氵卯田
扇	户习习
婷	女亠口冖丁
堡	亻口木土
淘	氵勹午凵
墓	艹日大土
鹿	鹿
彬	木木彡
蹭	足八四日
卿	丿凵艮卩
琪	王甘廾
函	了⺍凵
郡	尹口阝
奈	大示
茂	艹戊
肌	月几
薰	艹千四二火
映	日冂大
鼻	自田廾
泵	石水
育	亠厶月
澳	氵宀米大
候	亻丨コ矢
种	禾中
邀	之白方攵
噻	口宀甘八土
佩	亻几一巾
策	竹木冂
藤	艹月半水
仿	亻方
磊	石石石
雁	厂亻隹
窄	穴𠂉匕
昨	日𠂉匕
倪	亻臼儿
雯	雨文
戈	戈
爪	爪
癌	疒口口口山
效	亠八乂攵
拷	扌耂丂
猴	犭亻コ矢
掏	扌勹午凵
汝	氵女
撮	扌日耳又
幸	土半
揉	扌予丿木
舟	舟
盯	目丁
蜜	宀弋八虫
漂	氵西示
序	广予
巷	艹廾巳
梨	禾刂木
舌	舌
蒂	艹亠八冖巾
腹	月𠂉日夂
蟹	𠂊用刀牛虫
陷	阝𠂊臼
捉	扌足
疑	匕矢龴足
鼎	目爿爿
慌	心艹亡川
瘤	疒卯田
彼	行皮
辰	辰
忌	巳心
踏	足水日
捷	扌一彐止
罐	午凵艹口口隹
伏	亻犬
默	四土火犬
赫	土火土火
杰	木火
孩	子亠凵人
咖	口力口
悟	心二乂口
帽	巾冖二目
幼	幺力
旋	方𠂉足
壹	士冖一口䒑
霸	雨革月
席	广廿巾
叉	又丶
妃	女巳
典	冊廾
儒	亻雨而
裸	衤田木
奉	丰キ
叻	口力
御	行午止卩
腔	月穴工
突	穴犬
刑	一廾刂
痕	疒艮
午	午
蕾	艹雨田
宰	宀辛
囊	一中冖口口甘衤
弘	弓厶
境	土立日儿
拒	扌匚コ
毅	立豕殳
煎	䒑月刂火
弦	弓亠幺
渝	氵亼月刂
罩	四卜日十
蓉	艹穴人口
卵	卯丶丶
尺	尸丶
逾	之亼月刂
垂	千艹二
惜	心廿日
浦	氵甫
警	艹勹口攵言
扛	扌工
氧	气羊
揭	扌日勹亡
逐	之豕
昭	日召
宿	宀亻一白
裂	一夕刂衣
僧	亻八四日
裙	衤尹口
彪	虎彡
淋	氵木木
束	木口
牢	宀牛
揍	扌丰一大
仕	亻士
劫	土厶力
拓	扌石
扮	扌八刀
喻	口亼月刂
律	行彐キ
株	木𠂉木
砂	石小丿
埃	土厶矢
斗	冫十
坪	土干八
仇	亻九
吞	一大口
亡	亡
沾	氵卜口
牧	牛攵
霖	雨木木
兜	白卯儿
寨	宀甘八木
掐	扌𠂊臼
稀	禾乂𠂇巾
恰	心亼口
棍	木日匕匕
啵	口氵皮
朕	月䒑大
淑	氵上小又
慕	艹日大心
歇	日勹亡欠
疏	足亠厶川
膏	亠口冖口月
陵	阝土八夂
姆	女母
碳	石山𠂇火
廷	廴亻土
糊	米十口月
楠	木十冂半
蚊	虫文
祭	䏑又示
嘞	口革力
拾	扌亼口
裴	非衣
朋	月月
媚	女尸目
芸	艹二厶
吟	口亼㇕
筒	竹冂一口
丘	丘
趴	足八
繁	𠂉母攵糸
坦	土日一
穗	禾一日厶心
屯	一屮
虐	虎匚一
蹲	足八酉寸
惟	心隹
幕	艹日大巾
扒	扌八
搓	扌羊工
遮	之广廿火
庚	广彐人
哉	十戈口
涉	氵止癶
忒	弋心
臂	尸口辛月
敷	甫方攵
佬	亻耂匕
阮	阝一兀
丙	一冂人
署	四耂
示	示
邢	一廾阝
莎	艹氵小丿
夕	夕
苯	艹木一
趣	走耳又
渠	氵匚コ木
杭	木亠几
疾	疒矢
崇	山宀示
涅	氵日土
裕	衤八人口
挪	扌刀二阝
荒	艹亡川
筋	竹月力
孕	㇕丿子
撕	扌甘廾斤
戳	习习隹戈
帆	巾凡
奎	大土土
阻	阝且
享	亠口子
棚	木月月
傲	亻丰力攵
蹦	足山月月
焊	火日干
召	召
徒	行走
脂	月匕日
几	几
艘	舟臼丨又
喵	口艹田
靖	立丰月
奏	丰一大
咒	口口几
盲	亡目
姿	冫欠女
炫	火亠幺
坎	土欠
琦	王大丁口
拌	扌半
樊	木乂乂木大
缸	午凵工
弗	弓刂
狐	犭瓜
栽	十戈木
硅	石土土
述	之木丶
泛	氵丿之
甫	甫
佑	亻𠂇口
卦	土土卜
耿	耳火
咽	口圍大
倩	亻丰月
袖	衤由
糟	米一曲日
激	氵白方攵
珊	王冊
潭	氵西日十
蠢	丰日虫虫
植	木十目
占	卜口
倚	亻大丁口
姨	女大弓
幢	巾立田土
焉	一止一乚火
茹	艹女口
桐	木冂一口
痰	疒火火
捂	扌二乂口
万	一力
蒲	艹氵甫
芽	艹牙
昊	日一大
碑	石鬼十
嚼	口爪四艮寸
燃	火䏑犬火
朴	木卜
煲	亻口木火
杖	木一乂
磷	石米夕㐄
脆	月𠂊厂卩
刃	刀丶
姑	女十口
衡	行𠂊田大
措	扌廿日
眠	目巳七
途	之亼木
鄂	口口一丂阝
捅	扌龴用
禾	禾
磁	石䒑幺幺
沃	氵丿大
肚	月土
哀	衣口
浸	氵彐冖又
柄	木一冂人
跪	足𠂊厂卩
瓷	冫欠瓦
踹	足山而
凸	圍冂
瑜	王亼月刂
磅	石亠八冖方
宴	宀日女
堪	土甘匚八
麟	鹿米夕㐄
翟	习习隹
仗	亻一乂
崩	山月月
革	革
莪	艹手戈
聘	耳由丂
刊	干刂
裁	十戈衣
郁	𠂇月阝
逝	之扌斤
狄	犭火
塌	土日习习
崖	山厂土土
廉	广禾禾彐
婉	女宀夕卩
攀	木乂乂木大手
喘	口山而
氮	气火火
鞍	革宀女
巫	工人人
虞	虎口一大
沁	氵心
瑟	王王弋八
揪	扌禾火
棵	木田木
拐	扌口力
披	扌皮
削	小月刂
悠	亻丨攵心
睿	卜冖一八人目
凹	圍凵
葬	艹一夕匕廾
咦	口大弓
瞪	目癶一口䒑
詹	𠂊厂八言
侃	亻口川
授	扌爪冖又
卸	午止卩
慈	䒑幺幺心
瞄	目艹田
鞭	革亻一日乂
危	𠂊厂卩
泊	氵白
喉	口亻コ矢
溶	氵穴人口
媛	女爪一𠂇又
拎	扌亼龴
察	宀䏑又示
昆	日匕匕
禹	丿口冂厶
娥	女手戈
醇	酉亠口子
橙	木癶一口䒑
辨	辛刂辛
暮	艹日大日
薪	艹立木斤
巢	巛田木
脾	月鬼十
愚	日冂厶心
蜀	四勹虫
裹	衣田木
藕	艹耒日冂厶
滕	月半水
劈	尸口辛刀
堤	土日一止
拱	扌艹廾
夸	大一丂
傍	亻亠八冖方
燥	火口口口木
茜	艹西
允	厶儿
杏	木口
芒	艹亡
畔	田半
豹	豸勹丶
澄	氵癶一口䒑
冥	冖日亠八
媒	女甘木
酥	酉禾
垮	土大一丂
枯	木十口
塑	䒑屮月土
卜	卜
茅	艹予丿
搏	扌甫寸
沐	氵木
豫	予召豕
蒜	艹示示
雀	小隹
亨	亠口了
腐	广亻寸䏑
皓	白牛口
央	冂大
氟	气弓刂
冤	冖召儿丶
据	扌尸十口
浙	氵扌斤
栓	木人王
梳	木亠厶川
冀	北田艹廾
筱	竹亻丨攵
冉	冂土
彤	冊丶彡
奕	大八大
卑	鬼十
誓	扌斤言
蜂	虫夂丰
勺	勹丶
迅	之乙十
虫	虫
匹	匚儿
曦	日羊禾戈丂
仰	亻匕卩
煞	𠂊彐攵火
羞	羊彐丨
注	氵丶王
嫂	女臼丨又
瞳	目立田土
黛	亻弋四土火
妾	立女
拂	扌弓刂
挨	扌厶矢
泄	氵廿乚
茨	艹冫欠
夷	大弓
慎	心十目廾
汽	氵气
婕	女一彐止
恭	艹廾心
弊	巾⺍攵廾
旦	日一
涂	氵亼木
氯	气彐水
祁	示阝
乍	𠂉匕
孰	亠口子丸
耕	耒二刂
稻	禾爪臼
屠	尸耂
笛	竹由
捕	扌甫
蕊	艹心心心
氨	气宀女
愣	心四方
幺	幺
悔	心𠂉母
敦	亠口子攵
葵	艹癶一大
磕	石土厶皿
渴	氵日勹亡
曝	日日艹廾水
撇	扌巾⺍攵
梗	木一日乂
蔚	艹尸示寸
翅	十又习习
估	亻十口
瓣	辛瓜辛
淮	氵隹
陀	阝宀匕
惑	戈口一心
巡	之巛
墩	土亠口子攵
徽	行山一糸攵
蓄	艹亠幺田
梓	木辛
匪	匚非
昕	日斤
溢	氵䒑八皿
寇	宀一兀卜又
佟	亻夂冫
蓬	艹之夂丰
硫	石亠厶川
俏	亻小月
迫	之白
貌	豸白儿
舜	爪冖夕㐄
炳	火一冂人
茄	艹力口
炭	山𠂇火
萱	艹宀二日
挂	扌土土
掀	扌斤欠
翰	十日十人习习
掩	扌大申
蹬	足癶一口䒑
泳	氵丶水
玫	王攵
椅	木大丁口
甄	西土瓦
侍	亻土寸
抑	扌匕卩
敖	丰力攵
酮	酉冂一口
毫	亠口冖毛
侵	亻彐冖又
妥	爪女
概	木艮旡
呦	口幺力
援	扌爪一𠂇又
昔	廿日
晾	日亠口小
