的	白勹丶
些	止匕二
住	亻丶王
名	夕口
跑	足勹巳
次	二欠
次	冫欠
網	糸冂䒑亡
睡	目千艹二
裝	爿士衣
哦	口手戈
挺	扌廴工一
挺	扌廴丿士
挺	扌廴亻土
王	王
圖	圍口十圍口
掉	扌卜日十
路	足夂口
正	一止
外	夕卜
二	二
頭	一口䒑頁
應	广亻隹心
生	生
心	心
因	圍大
子	子
強	弓厶虫
類	米犬頁
類	米大頁
作	亻𠂉匕
送	之䒑大
書	彐キ日
每	𠂉母
法	氵土厶
乖	千北
拍	扌白
市	亠巾
撒	扌廿月攵
至	至
接	扌立女
美	羊大
表	丰衤
未	二木
辦	辛力辛
非	非
級	糸𠂊又
即	艮卩
哎	口艹乂
此	止匕
差	羊工
版	爿厂又
版	爿𠂆又
併	亻䒑廾
副	一口田刂
系	丿糸
收	凵攵
男	田力
俺	亻大申
字	宀子
兩	一巾人人
股	月殳
轉	車一日厶寸
便	亻一日乂
考	耂丂
塊	土鬼
線	糸白水
手	手
黃	廿一由八
道	之八頁
米	米
座	广人人土
豬	豕耂
聊	耳卯
取	耳又
低	亻氏一
低	亻氏丶
難	廿口夫隹
難	艹口夫隹
哇	口土土
兒	臼儿
受	爪冖又
包	勹巳
阿	阝丁口
喝	口日勹亡
白	白
金	金
四	四
近	之斤
管	竹宀㠯
定	宀一止
傳	亻一日厶寸
門	門
樣	木羊丶水
夠	夕夕勹口
交	亠八乂
李	木子
笑	竹丿大
自	自
邊	之自穴方
型	一廾刂土
黑	四土火
慢	心日四又
慢	心冖二四又
刷	尸巾刂
穿	穴牙
越	走戈乚
位	亻立
貴	中一貝
部	立口阝
稱	禾爪冂土
處	虎夂几
選	之巳巳艹廾
站	立卜口
牛	牛
怪	心又土
省	小丿目
倒	亻至刂
談	言火火
曾	八四日
羣	尹口羊
經	糸一巛工
數	婁攵
據	扌虎豕
變	言糸糸攵
累	田糸
汗	氵干
查	木日一
象	召豕
半	半
陳	阝木日
紅	糸工
格	木夂口
五	二乂
五	工㇕
幹	十日十人干
樓	木婁
方	方
讀	言士四貝
頂	丁頁
某	甘木
條	亻丨夂木
條	亻丨攵木
亂	爪龴冂厶龴乚
唔	口二乂口
唔	口工㇕口
馬	馬
遠	之土口衤
單	口口甲一
海	氵𠂉母
相	木目
熱	土儿土丸火
熱	土八土丸火
光	小兀
咋	口𠂉匕
風	風
且	且
林	木木
滿	氵廿巾人人
額	宀夂口頁
化	亻匕
班	王刂王
滴	氵亠八冂十口
掛	扌土土卜
關	門幺幺凵凵
漲	氵弓長
店	广卜口
安	宀女
坐	人人土
約	糸勹丶
飛	乙冫丿刂乙冫
劉	卯金刂
度	广廿又
種	禾千日土
俄	亻手戈
歌	丁口丁口欠
報	土半卩又
信	亻言
若	艹𠂇口
原	厂白小
文	文
飯	食厂又
飯	食𠂆又
晚	日召儿
量	日一田土
村	木寸
式	弋工
空	穴工
山	山
賺	貝禾禾彐
毛	毛
重	千日土
主	丶王
另	口力
間	門日
裡	衤田土
貼	貝卜口
入	人
伐	亻戈
血	丿皿
盤	舟殳皿
爽	大乂乂乂乂
隊	阝八豕
楊	木日一勿
臺	士口冖至
往	行丶王
片	爿
國	圍戈口一
狗	犭勹口
歲	止戊一癶
費	弓刂貝
壞	土衣四水
龍	龍
離	亠乂凵冂厶隹
共	艹廾
西	西
佔	亻卜口
周	用口
超	走召
明	日月
媽	女馬
均	土勹冫
均	土勹二
期	甘廾月
達	之土羊
照	日召火
切	七刀
留	卯田
動	千日土力
特	牛土寸
氣	气米
係	亻丿糸
神	示申
鳥	鳥
畫	彐キ田一
夢	艹四冖夕
教	耂子攵
哥	丁口丁口
甘	甘
蠻	言糸糸虫
魚	魚
值	亻十目
鎮	金十目廾
么	丿厶
罵	四馬
陪	阝立口
既	艮旡
哭	口口犬
力	力
建	廴彐キ
洗	氵牛儿
懂	心艹千日土
雙	隹隹又
口	口
指	扌匕日
東	木日
球	王十⺍丶
仍	亻㇕丿
活	氵舌
跌	足手丶
練	糸木四
練	糸木日
億	亻立日心
清	氵丰月
提	扌日一止
除	阝亼木
通	之龴用
酒	氵酉
貓	豸艹田
餓	食手戈
票	西示
六	亠八
病	疒一冂人
咩	口羊
假	亻尸二コ又
久	𠂊丶
段	厂三殳
平	干八
抓	扌爪
套	大長
課	言田木
急	𠂊彐心
藥	艹白幺幺木
城	土戊㇕
任	亻工一
任	亻丿士
草	艹日十
羅	四糸隹
理	王田土
令	亼卩
令	亼龴
雨	雨
貨	亻匕貝
唱	口日日
左	𠂇工
藍	艹臣𠂉丶皿
藍	艹臣𠂉一皿
縣	目木丿糸
常	小冖口巾
色	𠂊巴
搶	扌人户口
菜	艹爪木
喲	口糸勹丶
集	隹木
感	戊一口心
房	户方
較	車亠八乂
混	氵日匕匕
敢	丁耳攵
敢	㇕耳攵
火	火
臉	月亼口口人人
操	扌口口口木
南	十冂半
退	之艮
件	亻牛
吳	口乚大
破	石皮
聲	士尸殳耳
德	行十四一心
雪	雨彐
局	尸㇕口
雲	雨二厶
噢	口宀米大
整	木口攵一止
傻	亻囟儿夂
傻	亻囟八夂
華	華
克	十口儿
呃	口厂卩
喊	口戊一口
現	王見
跳	足儿⺍
養	羊丶艮
補	衤甫
團	圍一日厶寸
沈	氵冖儿
反	厂又
反	𠂆又
樂	白幺幺木
篇	竹户冊
待	行土寸
砸	石匚巾
深	氵冖儿木
深	氵冖八木
煩	火頁
根	木艮
求	十⺍丶
投	扌殳
電	雨申
親	立木見
惡	亞心
葉	艹廿乚木
款	士示欠
知	矢口
八	八
配	酉巳
器	口口犬口口
器	口口大口口
何	亻丁口
率	亠幺⺍十
調	言用口
鬼	鬼
修	亻丨夂彡
修	亻丨攵彡
試	言弋工
謝	言身寸
麪	木人人夂丁乚㇕
僅	亻艹口丰
僅	亻廿口丰
層	尸八四日
層	尸八田日
面	頁圍
週	之用口
北	北
木	木
份	亻八刀
記	言巳
趙	走小月
情	心丰月
肉	䏑
需	雨而
七	七
論	言亼冊
流	氵亠厶川
噶	口艹日勹亡
招	扌召
痛	疒龴用
列	一夕刂
石	石
香	禾日
封	土土寸
眼	目艮
易	日勿
冷	冫亼卩
冷	冫亼龴
借	亻廿日
派	氵𠂆亻
帥	丿㠯巾
付	亻寸
十	十
廠	广小冂口攵
陽	阝日一勿
樹	木士口䒑寸
油	氵由
胡	十口月
排	扌非
停	亻亠口冖丁
合	亼口
軍	冖車
身	身
奧	宀釆大
章	立日十
科	禾冫十
倆	亻一巾人人
星	日生
牌	爿鬼十
權	木艹口口隹
翻	釆田习习
隨	阝之𠂇工月
場	土日一勿
帖	巾卜口
商	亠八冂儿口
商	亠八冂八口
庫	广車
價	亻西貝
物	牛勿
泡	氵勹巳
寶	宀王午凵貝
玉	王丶
體	骨曲一口䒑
追	之丿㠯
傷	亻𠂉日一勿
背	北月
腳	月八人口卩
丟	王厶
劍	亼口口人人刂
解	𠂊用刀牛
室	宀至
底	广氏一
底	广氏丶
業	业半木
代	亻弋
孫	子丿糸
朱	𠂉木
亦	大八
須	彡頁
舊	艹隹臼
乾	十日十𠂉乙
工	工
咱	口自
詞	言㇕一口
刀	刀
喔	口尸至
波	氵皮
證	言癶一口䒑
鐵	金十戈口王
鐵	金十戈口亻土
推	扌隹
落	艹氵夂口
節	竹艮卩
春	丰日
輕	車一巛工
笨	竹木一
九	九
輸	車亼月刂
輸	車亼月巛
江	氵工
短	矢一口䒑
含	亼㇕口
千	千
炒	火小丿
藉	艹耒廿日
丫	八丨
徐	行亼木
騙	馬户冊
秒	禾小丿
青	丰月
耍	而女
夜	亠亻夂丶
許	言午
咁	口甘
吹	口欠
師	丿㠯一巾
板	木厂又
板	木𠂆又
土	土
贏	亡口月貝凡
姐	女且
直	十目
公	八厶
苦	艹十口
秀	禾㇕丿
博	十甫寸
皮	皮
朝	十日十月
君	尹口
詩	言土寸
爛	火門木四
爛	火門木日
靜	丰月爪尹
利	禾刂
素	丰糸
立	立
存	一亻子
燒	火土土土兀
斷	匕幺幺幺幺乚斤
吾	二乂口
吾	工㇕口
虧	虎隹一丂
虧	虎隹丂一
湯	氵日一勿
民	巳七
極	木了口又一
極	木丂口又一
命	亼口卩
睇	目弋弓
忘	亡心
茶	艹人木
冰	冫水
供	亻艹廾
案	宀女木
田	田
初	衤刀
品	口口口
抽	扌由
造	之牛口
抱	扌勹巳
野	田土予
綠	糸彑水
項	工頁
獎	爿䏑寸犬
胖	月半
緊	臣又糸
故	十口攵
服	月卩又
盡	尹一火皿
百	一白
兵	斤廾
英	艹冂大
蘇	艹魚禾
般	舟殳
演	氵宀一由八
嘴	口止匕𠂊用
簽	竹亼口口人人
填	土十目廾
果	田木
保	亻口木
唐	广尹口
雞	爪幺大隹
夏	頁夂
莫	艹日大
硬	石一日乂
寒	宀甘八冫
挖	扌穴乙
凡	凡
髮	長彡犬丿
髮	長彡犬㇕
言	言
題	日一止頁
防	阝方
街	行土土
距	足匚コ
挑	扌儿⺍
純	糸丿屮
純	糸一屮
鬧	鬥亠巾
欲	八人口欠
竟	立日儿
源	氵厂白小
官	宀㠯
戲	虎一口䒑戈
寄	宀大丁口
古	十口
首	八頁
思	田心
橋	木丿大口冂口
燈	火癶一口䒑
郭	亠口子阝
亮	亠口冖几
干	干
屬	尸水四勹虫
窮	穴身弓
粉	米八刀
爆	火日艹廾水
韓	十日十㐄口㐄
刪	冊刂
戴	十戈田艹廾
然	䏑犬火
衝	行千日土
疼	疒夂冫
雷	雨田
蓋	艹土厶皿
港	氵艹廾巳
租	禾且
狼	犭丶艮
蘭	艹門木四
蘭	艹門木日
狂	犭王
布	𠂇巾
引	弓丨
壓	厂日月犬土
亞	亞
捏	扌日土
齊	齊
隻	隹又
賽	宀甘八貝
員	口貝
佛	亻弓刂
食	食
船	舟八口
船	舟儿口
船	舟几口
今	亼㇕
恨	心艮
宋	宀木
銀	金艮
猛	犭子皿
客	宀夂口
黨	小冖口四土火
黨	小冖口田土火
雖	口虫隹
碼	石馬
友	𠂇又
領	亼卩頁
領	亼龴頁
句	勹口
斯	甘廾斤
沙	氵小丿
戰	口口甲一戈
哼	口亠口了
望	亡月王
望	亡月亻土
腿	月之艮
沖	氵中
丁	丁
園	圍土口衤
祝	示口儿
鄉	乚凵丶艮阝
牀	爿木
鄭	八酉大阝
界	田亻八
抗	扌亠几
步	止癶
河	氵丁口
缺	午凵㇕大
賊	貝戈𠂇
尚	小冂口
似	亻厶人
羊	羊
福	示一口田
必	弋八
遭	之一曲日
煙	火西土
否	不口
端	立山而
設	言殳
猜	犭丰月
伊	亻尹
秦	丰禾
秋	禾火
毒	丰母
架	力口木
熊	厶月匕匕火
持	扌土寸
廣	广廿由八
插	扌千臼
歸	丿㠯止彐冖巾
折	扌斤
滾	氵衣八口
靈	雨口口口工人人
意	立日心
呆	口木
基	甘廾土
困	圍木
圈	圍半卩
迷	之米
趕	走日干
踢	足日勿
勝	月半力
史	口乂
甲	甲
呵	口丁口
搬	扌舟殳
獲	犭艹隹又
紙	糸氏
乃	㇕丿
覺	臼乂乂冖見
右	𠂇口
塔	土艹亼口
準	氵隹十
拖	扌𠂉也
摸	扌艹日大
院	阝宀一兀
慘	心厶厶厶人彡
訂	言丁
散	廿月攵
松	木人厶
爸	八乂巴
喜	士口䒑口
洋	氵羊
語	言二乂口
語	言工㇕口
呈	口王
呈	口亻土
治	氵厶口
降	阝夂㐄
峯	山夂丰
漢	氵廿口夫
漢	氵艹口夫
富	宀一口田
姓	女生
料	米冫十
嘎	口頁戈
結	糸士口
閃	門人
咬	口亠八乂
梅	木𠂉母
批	扌匕匕
戶	户
足	足
寧	宀心皿丁
爬	爪巴
醒	酉日生
狠	犭艮
逛	之犭王
精	米丰月
瘦	疒臼丨又
瘋	疒風
踩	足爪木
槍	木人户口
誒	言厶矢
軟	車欠
偷	亻亼月刂
支	十又
杜	木土
麗	一冂丶一冂丶鹿
鞋	革土土
展	尸廿衤
咧	口一夕刂
興	臼冂一口廾
依	亻衣
倍	亻立口
康	广尹⺍
堂	小冖口土
救	十⺍丶攵
觀	艹口口隹見
鍵	金廴彐キ
製	牛巾刂衣
餘	食亼木
冇	𠂇冂
筆	竹彐キ
音	立日
世	廿乚
著	艹耂
仲	亻中
舞	𠂉廿廿夕㐄
吖	口八丨
守	宀寸
露	雨足夂口
冒	日目
冒	冖二目
昇	日丿廾
唄	口貝
榮	火火冖木
弱	弓冫弓冫
影	日亠口小彡
州	⺍川
替	夫夫日
逼	之一口田
陸	阝土儿土
陸	阝土八土
曲	曲
願	厂白小頁
牙	牙
箱	竹木目
嚇	口土火土火
測	氵貝刂
莊	艹爿士
寬	宀艹見丶
遍	之户冊
細	糸田
狀	爿犬
巴	巴
閒	門月
武	戈止
湖	氵十口月
聯	耳幺幺凵凵
程	禾口王
程	禾口亻土
柳	木卯
偏	亻户冊
實	宀母貝
印	臼卩
味	口二木
鎖	金小貝
衆	丿皿亻
零	雨亼卩
零	雨亼龴
環	王四一口衤
角	𠂊用
紫	止匕糸
勒	革力
島	鳥山
耶	耳阝
熟	亠口子丸火
孔	子乚
寸	寸
標	木西示
歐	匚口口口欠
厚	厂日子
答	竹亼口
社	示土
懶	心木口𠂊貝
懶	心木口刀貝
顧	户隹頁
順	川頁
滅	氵戊一火
運	之冖車
輪	車亼冊
兼	禾禾彐
溫	氵圍人皿
娘	女丶艮
登	癶一口䒑
悶	門心
微	行山一几攵
佳	亻土土
瞭	目一火日小
雅	牙隹
魔	广木木鬼
魔	广十儿十儿鬼
司	㇕一口
拋	扌尤力
志	士心
奇	大丁口
編	糸户冊
瓦	瓦
居	尸十口
憑	冫馬心
盛	戊㇕皿
奶	女㇕丿
虎	虎
后	𠂆一口
洞	氵冂一口
台	厶口
形	一廾彡
佢	亻匚コ
負	𠂊貝
川	川
檔	木小冖口田
圓	圍口貝
牆	爿土人人圍口
囧	圍八冂
充	亠厶儿
害	宀丰口
喂	口田衤
免	召儿
景	日亠口小
擬	扌匕矢龴足
穩	禾爪工彐心
曹	一曲日
曉	日土土土兀
煮	耂火
良	丶艮
蛋	足虫
吐	口土
肥	月巴
仙	亻山
宮	宀口丿口
碰	石立立
酸	酉厶八夂
侯	亻コ矢
塞	宀甘八土
嘍	口婁
脫	月八口儿
勁	一巛工力
欠	欠
創	人户口刂
擦	扌宀䏑又示
爾	一八巾乂乂乂乂
藏	艹戈爿臣
皆	匕匕白
屁	尸匕匕
永	丶水
夫	夫
掙	扌爪尹
琴	王王亼㇕
錄	金彑水
餵	食田衤
稅	禾八口儿
宏	宀𠂇厶
例	亻一夕刂
專	一日厶寸
砍	石欠
視	示見
繼	糸匕幺幺幺幺
兄	口儿
產	文厂生
善	羊䒑口
增	土八四日
施	方𠂉也
淚	氵户犬
暗	日立日
忍	刀丶心
肯	止月
母	母
聖	耳口王
聖	耳口亻土
橫	木廿一由八
遊	之方𠂉子
艾	艹乂
致	至攵
宗	宀示
偉	亻㐄口㐄
麻	广木木
麻	广十儿十儿
怒	女又心
扔	扌㇕丿
爭	爪尹
游	氵方𠂉子
鄧	癶一口䒑阝
腰	月西女
嫩	女木口攵
肖	小月
淨	氵爪尹
罪	四非
仔	亻子
彈	弓口口甲一
丑	彐丨
減	氵戊一口
敏	𠂉母攵
義	羊手戈
棒	木丰キ
臭	自犬
臭	自大
響	乚凵丶艮阝立日
響	乚凵艮阝立日
聞	門耳
拆	扌斤丶
蔡	艹䏑又示
計	言十
絲	糸糸
校	木亠八乂
氏	氏
糖	米广尹口
吉	士口
押	扌甲
馮	冫馬
吵	口小丿
谷	八人口
麥	木人人夂
衣	衣
宇	宀丁一
雜	亠人人木隹
末	一木
潘	氵釆田
告	牛口
旁	亠八冖方
耐	而寸
董	艹千日土
榜	木亠八冖方
醉	酉亠人人十
鍾	金千日土
妹	女二木
鋼	金冂䒑山
蔣	艹爿䏑寸
幣	巾⺍攵巾
宜	宀且
尼	尸匕
灰	𠂇火
評	言干八
維	糸隹
絕	糸刀巴
屋	尸至
幾	幺幺戈人
楚	木木足
屆	尸土凵
館	食宀㠯
丹	冊丶
乘	禾北
認	言刀丶心
刻	亠凵人刂
俊	亻厶八夂
芳	艹方
抄	扌小丿
夾	大人人
酷	酉牛口
京	亠口小
嚴	口口厂丁耳攵
嚴	口口厂㇕耳攵
返	之厂又
返	之𠂆又
礦	石广廿由八
廳	广耳王十四一心
魯	魚日
瑞	王山而
仁	亻二
飄	西示風
註	言丶王
添	氵一大心
催	亻山隹
具	目廾
威	戊一女
劇	虎豕刂
核	木亠凵人
農	曲辰
瓶	䒑廾瓦
銅	金冂一口
犯	犭卩
族	方𠂉矢
季	禾子
尋	彐工口寸
顯	日幺幺火頁
骨	骨
嘿	口四土火
嘿	口田土火
鏈	金之車
擺	扌四厶月匕匕
擠	扌齊
黎	禾丿刀人水
騎	馬大丁口
密	宀弋八山
士	士
術	行木丶
術	行十儿丶
炸	火𠂉匕
祇	示氏
洪	氵艹廾
訊	言乙十
腦	月巛囟
禮	示曲一口䒑
容	穴人口
輝	小兀冖車
射	身寸
智	矢口日
索	十冖糸
聚	耳又亻
拼	扌䒑廾
燕	廿口北火
撞	扌立田土
膜	月艹日大
普	立立日
竹	竹竹
魏	禾女鬼
澤	氵四土半
乜	㇕乚
側	亻貝刂
諾	言艹𠂇口
呂	口丿口
范	艹氵卩
搭	扌艹亼口
鳳	几一鳥
袁	土口衤
扯	扌止
鑽	金牛儿牛儿貝
彭	士口䒑彡
陰	阝亼㇕二厶
唸	口亼㇕心
薄	艹氵甫寸
涼	氵亠口小
曰	日
胃	田月
鹽	臣𠂉卜圍乂皿
賴	木口𠂊貝
賴	木口刀貝
獨	犭四勹虫
窩	穴咼
堆	土隹
赴	走卜
載	十戈車
躲	身几木
孟	子皿
抵	扌氏一
抵	扌氏丶
甜	舌甘
舉	臼一乚丨廾キ
彩	爪木彡
甚	甘匚儿
甚	甘匚八
厄	厂卩
粗	米且
傑	亻夕㐄木
噸	口丿屮頁
噸	口一屮頁
慶	鹿㇕心夂
緣	糸彑豕
駐	馬丶王
申	申
衛	行㐄口㐄
訓	言川
念	亼㇕心
蕭	艹尹爿一爿
惹	艹𠂇口心
帳	巾長
勸	艹口口隹力
讚	言牛儿牛儿貝
盒	亼口皿
逃	之儿⺍
嘉	士口䒑力口
納	糸冂人
升	丿廾
倉	人户口
姚	女儿⺍
休	亻木
症	疒一止
斤	斤
功	工力
喇	口木口刂
釦	金口
浪	氵丶艮
扣	扌口
泰	丰水
忠	中心
梁	氵刀八木
吸	口𠂊又
貝	貝
跨	足大一丂
跨	足大丂一
盧	虎田皿
森	木木木
瞎	目宀丰口
卷	半卩
于	丁一
井	二刂
針	金十
蛇	虫宀匕
寺	土寸
購	貝甘冂土
導	之八頁寸
飲	食欠
噴	口十十十貝
虛	虎丘
屏	尸䒑廾
優	亻一白冖心夂
灌	氵艹口口隹
埋	土田土
略	田夂口
掃	扌彐冖巾
吶	口冂人
目	目
蒙	艹冖一豕
託	言丿七
托	扌丿七
巧	工丂
淡	氵火火
賤	貝戈戈
拜	手一丰
冬	夂冫
娜	女刀二阝
懷	心衣四水
池	氵也
敲	亠口冂口卜又
凱	山一口䒑几
鐘	金立田土
愁	禾火心
鋪	金甫
薩	艹阝立丿生
揚	扌日一勿
勇	龴用力
財	貝十丿
鍊	金木四
終	糸夂冫
質	斤斤貝
泥	氵尸匕
昏	氏日
遇	之日冂厶
喬	丿大口冂口
欄	木門木四
欄	木門木日
鍋	金咼
巨	匚コ
儀	亻羊手戈
遲	之尸水牛
怎	𠂉匕心
磨	广木木石
磨	广十儿十儿石
呼	口爪丁
賭	貝耂
液	氵亠亻夂丶
泉	白水
嫁	女宀豕
捲	扌半卩
汪	氵王
稍	禾小月
薛	艹丿㠯辛
賈	西貝
豆	一口䒑
頓	丿屮頁
頓	一屮頁
旺	日王
儂	亻曲辰
攻	工攵
祥	示羊
委	禾女
佐	亻𠂇工
臨	臣𠂉口口口
隔	阝一口冂八丁
繞	糸土土土兀
輛	車一巾人人
崔	山隹
溝	氵甘冂土
碗	石宀夕卩
賠	貝立口
吻	口勿
健	亻廴彐キ
速	之木口
失	手丶
雄	𠂇厶隹
胸	月勹乂凵
框	木匚王
鬥	鬥
暴	日艹廾水
湊	氵丰一大
陣	阝車
識	言立日戈
娃	女土土
唯	口隹
漏	氵尸雨
拔	扌犬丿
拔	扌犬㇕
洛	氵夂口
探	扌冖儿木
探	扌冖八木
碟	石廿乚木
郎	丶艮阝
珠	王𠂉木
劑	齊刂
尿	尸水
透	之禾㇕丿
惠	一日厶心
譚	言西日十
營	火火冖口口
營	火火冖口丿口
府	广亻寸
菲	艹非
叼	口㇕一
父	八乂
耳	耳
殘	一夕戈戈
窗	穴囟夂
窗	穴囟丿乂
搜	扌臼丨又
希	乂𠂇巾
患	中中心
尾	尸毛
播	扌釆田
岩	山石
逗	之一口䒑
廢	广癶弓殳
賢	臣又貝
限	阝艮
帝	亠八冖巾
昌	日日
模	木艹日大
磚	石一日厶寸
扁	户冊
舒	亼十口予
嫌	女禾禾彐
陶	阝勹午凵
苗	艹田
剪	䒑月刂刀
羽	习习
哩	口田土
稿	禾亠口冂口
棟	木木日
邦	丰阝
撿	扌亼口口人人
玲	王亼卩
玲	王亼龴
驚	艹勹口攵馬
坑	土亠几
備	亻廿丿用
撥	扌癶弓殳
袋	亻弋衣
趁	走人彡
妖	女丿大
甩	月乚
錦	金白巾
溼	氵一幺幺土
琳	王木木
乙	乙
伴	亻半
淺	氵戈戈
尊	八酉寸
顏	文厂彡頁
匯	匚氵隹
熬	士方攵火
熬	土方攵火
熬	丰力攵火
吊	口巾
霜	雨木目
沿	氵八口
沿	氵儿口
沿	氵几口
伯	亻白
盜	氵欠皿
浩	氵牛口
剩	禾北刂
域	土戈口一
祖	示且
肺	月亠巾
肺	月一巾
附	阝亻寸
制	牛巾刂
玄	亠幺
置	四十目
豪	亠口冖豕
恆	心二𠂊冫
助	且力
濤	氵士㇕工一口寸
幽	幺幺山
欣	斤欠
豐	丰丰山一口䒑
辣	辛木口
煤	火甘木
戀	言糸糸心
圍	圍㐄口㐄
瓜	瓜
諸	言耂
俾	亻鬼十
慧	丰丰彐心
墨	四土火土
墨	田土火土
鮮	魚羊
鏡	金立日儿
娶	耳又女
蝦	虫尸二コ又
犬	犬
鵬	月月鳥
誠	言戊㇕
賀	力口貝
險	阝亼口口人人
飾	食𠂉巾
撐	扌小冖口牙
炎	火火
震	雨辰
鋒	金夂丰
遂	之八豕
斌	文戈止
軒	車干
控	扌穴工
殼	士冖一几殳
擋	扌小冖口田
覆	西行𠂉日夂
趟	走小冂口
禁	木木示
烤	火耂丂
盃	不皿
童	立田土
蟲	虫虫虫
徵	行山一王攵
靚	丰月見
杯	木不
暨	艮旡日一
晴	日丰月
魂	二厶鬼
益	䒑八皿
庭	广廴工一
庭	广廴丿士
庭	广廴亻土
肝	月干
濃	氵曲辰
坊	土方
晨	日辰
紀	糸巳
振	扌辰
塵	鹿土
割	宀丰口刂
敗	貝攵
消	氵小月
兆	儿⺍
楓	木風
隆	阝夂一生
撤	扌亠厶月攵
粥	弓米弓
馨	士尸殳禾日
誤	言口一大
誤	言口乚大
誤	言口乚廾
滑	氵骨
噠	口之土羊
曼	日四又
曼	冖二四又
暖	日爪一𠂇又
滬	氵户口巴
己	巳
止	止
柱	木丶王
塗	氵亼木土
妻	一尹女
灣	氵言糸糸弓
盾	𠂆十目
奔	大十艹
潤	氵門王
政	一止攵
爹	八乂夕夕
尹	尹
廖	广习习人彡
刺	木冂刂
冠	冖一兀寸
躺	身小冂口
舍	亼十口
鑫	金金金
蓮	艹之車
售	隹口
獸	口口田一口犬
婚	女氏日
攝	扌耳耳耳
醫	匚矢殳酉
閣	門夂口
妞	女彐丨
邱	丘阝
兔	召儿丶
敬	艹勹口攵
潮	氵十日十月
昂	日匕卩
飽	食勹巳
咳	口亠凵人
邪	牙阝
促	亻足
鼠	臼釆
葛	艹日勹亡
串	中中
桑	又又又木
續	糸士四貝
苑	艹夕卩
迎	之匕卩
弓	弓
碎	石亠人人十
余	亼木
承	㇕水三
迪	之由
膠	月习习人彡
烏	烏
牠	牛也
臣	臣
勤	艹口丰力
勤	廿口丰力
摔	扌亠幺⺍十
撈	扌火火冖扌力
蒸	艹㇕水一火
凌	冫土儿夂
凌	冫土八夂
辛	辛
旗	方𠂉甘廾
妙	女小丿
始	女厶口
符	竹亻寸
倫	亻亼冊
鋁	金口口
鋁	金口丿口
亭	亠口冖丁
吼	口子乚
云	二厶
研	石一廾
咪	口米
俗	亻八人口
爺	八乂耳阝
啓	户攵口
霧	雨予丿夂力
珍	王人彡
卓	卜日十
韋	㐄口㐄
歡	艹口口隹欠
