的	白勹丶
總	糸囪心
則	貝刀
水	水
張	弓長
改	巳攴
唉	口厶矢
三	三
見	見
連	辵車
車	車
放	方攴
全	人王
按	扌宀女
區	匚三口
萬	艹田冂厶
機	木幺幺戈人
早	日十
拉	扌立
弄	王廾
本	木一
偶	人田冂厶
頁	頁
進	辵隹
性	心生
第	竹弓丨丿
完	宀一兀
同	凡口
花	艹人匕
長	長
怕	心白
女	女
講	言甘冄
殺	乂木殳
組	糸且
錯	金廿日
些	止匕二
住	人丶王
名	夕口
跑	足勹巳
次	冫欠
網	糸网亡
睡	目𠦒
裝	爿士衣
哦	口彐戈
挺	扌廴人土
王	王
圖	圍口十回
掉	扌卜日十
路	足夂口
正	一止
外	夕卜
二	二
頭	豆頁
應	广人隹心
生	生
心	心
因	圍大
子	子
強	弓厶虫
類	米犬頁
作	人𠂉匕
送	辵䒑大
書	尹二日
每	𠂉母
法	水土厶
乖	千北
拍	扌白
市	亠巾
撒	扌廿月攴
至	至
接	扌立女
美	羊大
表	丰衤
未	二木
辦	辛力辛
非	非
級	糸𠂊又
即	艮卩
哎	口艹乂
此	止匕
差	羊工
版	爿𠂆又
併	人䒑廾
副	一口田刀
系	丿糸
收	丩攴
男	田力
俺	人大申
字	宀子
兩	一内内
股	月殳
轉	車東厶寸
便	人一日乂
考	耂丂
塊	土鬼
線	糸白水
手	手
黃	廿一由八
道	辵八頁
米	米
座	广从土
豬	豕耂
聊	耳卯
取	耳又
低	人氏丶
難	廿口夫隹
哇	口土土
兒	臼儿
受	爪冂又
包	勹巳
阿	阝丁口
喝	口日勹亡
白	白
金	金
四	四
近	辵斤
管	竹宀㠯
定	宀一止
傳	人東厶寸
門	門
樣	木羊丶水
夠	夕夕勹口
交	文八
李	木子
笑	竹丿大
自	自
邊	辵自穴方
型	一廾刀土
黑	四土火
慢	心日四又
刷	尸巾刀
穿	穴牙
越	走戈乚
位	人立
貴	中一貝
部	立口阝
稱	禾爪魚
處	虎夂几
選	辵巳巳艹廾
站	立卜口
牛	牛
怪	心又土
省	小丿目
倒	人至刀
談	言火火
曾	八四日
羣	尹口羊
經	糸一巛工
數	婁攴
據	扌虎豕
變	言糸糸攴
累	田糸
汗	水干
查	木日一
象	象
半	半
陳	阝東
紅	糸工
格	木夂口
五	工㇕
幹	十日十人干
樓	木婁
方	方
讀	言士四貝
頂	丁頁
某	甘木
條	人丨夂木
亂	爪龴冂厶又乚
唔	口工㇕口
馬	馬
遠	辵土口衤
單	口口甲一
海	水𠂉母
相	木目
熱	土八土丮火
光	小兀
咋	口𠂉匕
風	凡虫
且	且
林	木木
滿	水廿内内
額	宀夂口頁
化	人匕
班	王刀王
滴	水亠八冂十口
掛	扌土土卜
關	門幺幺䒑
漲	水弓長
店	广卜口
安	宀女
坐	从土
約	糸勹丶
飛	乚冫丿八乚冫
劉	卯金刀
度	广廿又
種	禾千田土
俄	人彐戈
歌	丁口丁口欠
報	土半卩又
信	人言
若	艹𠂇口
原	厂白小
文	文
飯	食𠂆又
晚	日象儿
量	日一田土
村	木寸
式	弋工
空	穴工
山	山
賺	貝䒑彐二八
毛	毛
重	千田土
主	丶王
另	冎
間	門日
裡	衤田土
貼	貝卜口
入	人
伐	人戈
血	丿皿
盤	舟殳皿
爽	大四乂
隊	阝八豕
楊	木日一勿
臺	士口冂至
往	行丶王
片	爿
國	圍戈口一
狗	犬勹口
歲	止戌㐄
費	弓八貝
壞	土衣四水
龍	龍
離	亠乂凵冂厶隹
共	艹廾
西	西
佔	人卜口
周	用口
超	走刀口
明	日月
媽	女馬
均	土勹冫
期	其月
達	辵土羊
照	日刀口火
切	七刀
留	卯田
動	千田土力
特	牛土寸
氣	气米
係	人丿糸
神	示申
鳥	鳥
畫	尹二田一
夢	艹四冂夕
教	耂子攴
哥	丁口丁口
甘	甘
蠻	言糸糸虫
魚	魚
值	人十目
鎮	金十目廾
么	丿厶
罵	四馬
陪	阝立口
既	艮旡
哭	口口犬
力	力
建	廴尹二
洗	水牛儿
懂	心艹千田土
雙	隹隹又
口	口
指	扌匕日
東	東
球	王十⺍丶
仍	人㇕丿
活	水舌
跌	足𠂉大
練	糸木四
億	人立日心
清	水丰月
提	扌日一止
除	阝亼木
通	辵龴用
酒	水酉
貓	豸艹田
餓	食彐戈
票	西示
六	宀
病	疒一内
咩	口羊
假	人尸二龴又
久	𠂊丶
段	厂三殳
平	干八
抓	扌爪
套	大長
課	言田木
急	𠂊彐心
藥	艹白幺幺木
城	土戌㇕
任	人丿士
草	艹日十
羅	四糸隹
理	王田土
令	亼龴
雨	雨
貨	人匕貝
唱	口日日
左	𠂇工
藍	艹臣𠂉丶皿
縣	目木丿糸
常	小冂口巾
色	𠂊巴
搶	扌亼戶口
菜	艹爪木
喲	口糸勹丶
集	隹木
感	戌口心
房	戶方
較	車文八
混	水日匕匕
敢	㇕耳攴
火	火
臉	月亼口口从
操	扌三口木
南	十冂半
退	辵艮
件	人牛
吳	口乚大
破	石皮
聲	士尸殳耳
德	行十四一心
雪	雨彐
局	尸㇕口
雲	雨二厶
噢	口宀米大
整	木中攴一止
傻	人囟八夂
華	艹𠦒
克	十口儿
呃	口厂卩
喊	口戌口
現	王見
跳	足儿⺍
養	羊食
補	衤甫
團	圍東厶寸
沈	水冂儿
反	𠂆又
樂	白幺幺木
篇	竹戶冊
待	行土寸
砸	石匚巾
深	水冂八木
煩	火頁
根	木艮
求	十⺍丶
投	扌殳
電	雨申
親	立木見
惡	亞心
葉	艹廿乚木
款	士示欠
知	矢口
八	八
配	酉巳
器	四口犬
何	人丁口
率	亠幺⺍十
調	言用口
鬼	鬼
修	人丨夂彡
試	言弋工
謝	言身寸
麪	木从夂丁乚㇕
僅	人廿口丰
層	尸八四日
面	頁圍
週	辵用口
北	北
木	木
份	人八刀
記	言巳
趙	走小月
情	心丰月
肉	肉
需	雨而
七	七
論	言亼冊
流	水了川
噶	口艹日勹亡
招	扌刀口
痛	疒龴用
列	歹刀
石	石
香	禾日
封	土土寸
眼	目艮
易	日勿
冷	冫亼龴
借	人廿日
派	水𠂆从
帥	丿㠯巾
付	人寸
十	十
廠	广小冂口攴
陽	阝日一勿
樹	木十豆寸
油	水由
胡	十口月
排	扌非
停	人京丁
合	亼口
軍	冂車
身	身
奧	宀釆大
章	立日十
科	禾斗
倆	人一内内
星	日生
牌	爿鬼十
權	木艹口口隹
翻	釆田习习
隨	阝辵𠂇工月
場	土日一勿
帖	巾卜口
商	亠八内口
庫	广車
價	人西貝
物	牛勿
泡	水勹巳
寶	宀王午凵貝
玉	王丶
體	冎月曲豆
追	辵丿㠯
傷	人𠂉日一勿
背	北月
腳	月八公卩
丟	王厶
劍	亼口口从刀
解	𠂊用刀牛
室	宀至
底	广氏丶
業	业木
代	人弋
孫	子丿糸
朱	𠂉木
亦	亦
須	彡頁
舊	艹隹臼
乾	十日十气
工	工
咱	口自
詞	言㇕一口
刀	刀
喔	口尸至
波	水皮
證	言癶豆
鐵	金十戈口王
推	扌隹
落	艹水夂口
節	竹艮卩
春	廾日
輕	車一巛工
笨	竹木一
九	九
輸	車亼月刀
江	水工
短	矢豆
含	亼㇕口
千	千
炒	火小丿
藉	艹耒廿日
丫	八丨
徐	行亼木
騙	馬戶冊
秒	禾小丿
青	丰月
耍	而女
夜	亠人夕丶
許	言午
咁	口甘
吹	口欠
師	丿㠯一巾
板	木𠂆又
土	土
贏	亡口月貝凡
姐	女且
直	十目
公	公
苦	艹十口
秀	禾㇕丿
博	十甫寸
皮	皮
朝	十日十月
君	尹口
詩	言土寸
爛	火門木四
靜	丰月爪尹
利	禾刀
素	丰糸
立	立
存	才子
燒	火土土土兀
斷	匕四幺斤
吾	工㇕口
虧	虎隹一丂
湯	水日一勿
民	巳七
極	木了口又一
命	亼口卩
睇	目八弓丨丿
忘	亡心
茶	艹人木
冰	冫水
供	人艹廾
案	宀女木
田	田
初	衤刀
品	三口
抽	扌由
造	辵牛口
抱	扌勹巳
野	田土予
綠	糸彑
項	工頁
獎	爿肉寸犬
胖	月半
緊	臣又糸
故	十口攴
服	月卩又
盡	尹一火皿
百	一白
兵	斤廾
英	艹冂大
蘇	艹魚禾
般	舟殳
演	水宀一由八
嘴	口止匕𠂊用
簽	竹亼口口从
填	土十目廾
果	田木
保	人口木
唐	广尹口
雞	爪幺大隹
夏	頁夂
莫	艹日大
硬	石一日乂
寒	宀甘八冫
挖	扌穴乚
凡	凡
髮	長彡犬㇕
言	言
題	日一止頁
防	阝方
街	行土土
距	足匚龴
挑	扌儿⺍
純	糸一屮
鬧	丮丮亠巾
欲	八公欠
竟	立日儿
源	水厂白小
官	宀㠯
戲	虎豆戈
寄	宀大丁口
古	十口
首	八頁
思	田心
橋	木丿大口冂口
燈	火癶豆
郭	京子阝
亮	京几
干	干
屬	尸水四勹虫
窮	穴身弓
粉	米八刀
爆	火日艹廾水
韓	十日十㐄口㐄
刪	冊刀
戴	十戈田艹廾
然	肉犬火
衝	行千田土
疼	疒夂冫
雷	雨田
蓋	艹土厶皿
港	水艹廾巳
租	禾且
狼	犬丶艮
蘭	艹門木四
狂	犬王
布	𠂇巾
引	弓丨
壓	厂日月犬土
亞	亞
捏	扌日土
齊	齊
隻	隹又
賽	宀甘八貝
員	口貝
佛	人弓八
食	食
船	舟公
今	亼㇕
恨	心艮
宋	宀木
銀	金艮
猛	犬子皿
客	宀夂口
黨	小冂口四土火
雖	口虫隹
碼	石馬
友	𠂇又
領	亼龴頁
句	勹口
斯	其斤
沙	水小丿
戰	口口甲一戈
哼	口京了
望	亡月王
腿	月辵艮
沖	水中
丁	丁
園	圍土口衤
祝	示口儿
鄉	阝丶艮阝
牀	爿木
鄭	八酉大阝
界	田人八
抗	扌亠几
步	止㐄
河	水丁口
缺	午凵龴人
賊	貝戈𠂇
尚	小冂口
似	人厶人
羊	羊
福	示一口田
必	弋八
遭	辵一曲日
煙	火西土
否	不口
端	立山而
設	言殳
猜	犬丰月
伊	人尹
秦	廾禾
秋	禾火
毒	丰母
架	力口木
熊	厶月匕匕火
持	扌土寸
廣	广廿由八
插	扌千臼
歸	丿㠯止彐冂巾
折	扌斤
滾	水衣公
靈	雨口口口工从
意	立日心
呆	口木
基	其土
困	圍木
圈	圍䒑大卩
迷	辵米
趕	走日干
踢	足日勿
勝	月䒑大力
史	口乂
甲	甲
呵	口丁口
搬	扌舟殳
獲	犬艹隹又
紙	糸氏
乃	㇕丿
覺	臼乂乂冂見
右	𠂇口
塔	土艹亼口
準	水隹十
拖	扌𠂉也
摸	扌艹日大
院	阝宀一兀
慘	心三厶人彡
訂	言丁
散	廿月攴
松	木公
爸	八乂巴
喜	十豆口
洋	水羊
語	言工㇕口
呈	口王
治	水厶口
降	阝夂㐄
峯	山夂丰
漢	水廿口夫
富	宀一口田
姓	女生
料	米斗
嘎	口頁戈
結	糸士口
閃	門人
咬	口文八
梅	木𠂉母
批	扌匕匕
戶	戶
足	足
寧	宀心皿丁
爬	爪巴
醒	酉日生
狠	犬艮
逛	辵犬王
精	米丰月
瘦	疒申又
瘋	疒凡虫
踩	足爪木
槍	木亼戶口
誒	言厶矢
軟	車欠
偷	人亼月刀
支	十又
杜	木土
麗	一凡一凡鹿
鞋	革土土
展	尸廿衤
咧	口歹刀
興	臼凡口廾
依	人衣
倍	人立口
康	广尹⺍
堂	小冂口土
救	十⺍丶攴
觀	艹口口隹見
鍵	金廴尹二
製	牛巾刀衣
餘	食亼木
冇	𠂇冂
筆	竹尹二
音	立日
世	廿乚
著	艹耂
仲	人中
舞	𠂉廿廿癶
吖	口八丨
守	宀寸
露	雨足夂口
冒	冃目
昇	日丿廾
唄	口貝
榮	火火冂木
弱	弓冫弓冫
影	日京彡
州	⺍川
替	夫夫日
逼	辵一口田
陸	阝土八土
曲	曲
願	厂白小頁
牙	牙
箱	竹木目
嚇	口土火土火
測	水貝刀
莊	艹爿士
寬	宀艹見丶
遍	辵戶冊
細	糸田
狀	爿犬
巴	巴
閒	門月
武	戈止
湖	水十口月
聯	耳幺幺䒑
程	禾口王
柳	木卯
偏	人戶冊
實	宀母貝
印	爪卩
味	口二木
鎖	金小貝
衆	丿皿从
零	雨亼龴
環	王四一口衤
角	𠂊用
紫	止匕糸
勒	革力
島	鳥山
耶	耳阝
熟	京子丮火
孔	子乚
寸	寸
標	木西示
歐	匚三口欠
厚	厂日子
答	竹亼口
社	示土
懶	心木中𠂊貝
顧	戶隹頁
順	川頁
滅	水戌火
運	辵冂車
輪	車亼冊
兼	䒑彐二八
溫	水圍人皿
娘	女丶艮
登	癶豆
悶	門心
微	行山一几攴
佳	人土土
瞭	目一火日小
雅	牙隹
魔	广木木鬼
司	㇕一口
拋	扌尤力
志	士心
奇	大丁口
編	糸戶冊
瓦	瓦
居	尸十口
憑	冫馬心
盛	戌㇕皿
奶	女㇕丿
虎	虎
后	𠂆口
洞	水凡口
台	厶口
形	一廾彡
佢	人匚龴
負	𠂊貝
川	川
檔	木小冂口田
圓	圍口貝
牆	爿土从
囧	四冂
充	了儿
害	宀丰口
喂	口田衤
免	象儿
景	日京
擬	扌匕矢龴足
穩	禾爪工彐心
曹	一曲日
曉	日土土土兀
煮	耂火
良	丶艮
蛋	足虫
吐	口土
肥	月巴
仙	人山
宮	宀口丿口
碰	石䒑业
酸	酉厶八夂
侯	人龴矢
塞	宀甘八土
嘍	口婁
脫	月公儿
勁	一巛工力
欠	欠
創	亼戶口刀
擦	扌宀肉又示
爾	丁八网
藏	艹戈爿臣
皆	匕匕白
屁	尸匕匕
永	丶水
夫	夫
掙	扌爪尹
琴	王王亼㇕
錄	金彑
餵	食田衤
稅	禾公儿
宏	宀𠂇厶
例	人歹刀
專	東厶寸
砍	石欠
視	示見
繼	糸匕四幺
兄	口儿
產	文厂生
善	羊䒑口
增	土八四日
施	方𠂉也
淚	水戶犬
暗	日立日
忍	刀丶心
肯	止月
母	母
聖	耳口王
橫	木廿一由八
遊	辵方𠂉子
艾	艹乂
致	至攴
宗	宀示
偉	人㐄口㐄
麻	广木木
怒	女又心
扔	扌㇕丿
爭	爪尹
游	水方𠂉子
鄧	癶豆阝
腰	月西女
嫩	女木中攴
肖	小月
淨	水爪尹
罪	四非
仔	人子
彈	弓口口甲一
丑	彐丨
減	水戌口
敏	𠂉母攴
義	羊彐戈
棒	木廾扌
臭	自犬
響	阝丶艮阝立日
聞	門耳
拆	扌斤丶
蔡	艹肉又示
計	言十
絲	糸糸
校	木文八
氏	氏
糖	米广尹口
吉	士口
押	扌甲
馮	冫馬
吵	口小丿
谷	八公
麥	木从夂
衣	衣
宇	宀丁一
雜	衣木隹
末	一木
潘	水釆田
告	牛口
旁	亠八冂方
耐	而寸
董	艹千田土
榜	木亠八冂方
醉	酉衣十
鍾	金千田土
妹	女二木
鋼	金网山
蔣	艹爿肉寸
幣	巾⺍攴巾
宜	宀且
尼	尸匕
灰	𠂇火
評	言干八
維	糸隹
絕	糸刀巴
屋	尸至
幾	幺幺戈人
楚	木木足
屆	尸土凵
館	食宀㠯
丹	冂亠
乘	禾北
認	言刀丶心
刻	丶彑刀
俊	人厶八夂
芳	艹方
抄	扌小丿
夾	大从
酷	酉牛口
京	京
嚴	口口厂㇕耳攴
返	辵𠂆又
礦	石广廿由八
廳	广耳王十四一心
魯	魚日
瑞	王山而
仁	人二
飄	西示凡虫
註	言丶王
添	水一大心
催	人山隹
具	目廾
威	戌女
劇	虎豕刀
核	木丶彑
農	曲辰
瓶	䒑廾瓦
銅	金凡口
犯	犬卩
族	方𠂉矢
季	禾子
尋	彐工口寸
顯	日幺幺火頁
骨	冎月
嘿	口四土火
鏈	金辵車
擺	扌四厶月匕匕
擠	扌齊
黎	禾丿刀人水
騎	馬大丁口
密	宀弋八山
士	士
術	行木丶
炸	火𠂉匕
祇	示氏
洪	水艹廾
訊	言乚十
腦	月巛囟
禮	示曲豆
容	穴公
輝	小兀冂車
射	身寸
智	矢口日
索	十冂糸
聚	耳又从
拼	扌䒑廾
燕	廿北口火
撞	扌立田土
膜	月艹日大
普	䒑业日
竹	竹竹
魏	禾女鬼
澤	水四土半
乜	㇕乚
側	人貝刀
諾	言艹𠂇口
呂	口丿口
范	艹水卩
搭	扌艹亼口
鳳	凡鳥
袁	土口衤
扯	扌止
鑽	金牛儿牛儿貝
彭	十豆彡
陰	阝亼㇕二厶
唸	口亼㇕心
薄	艹水甫寸
涼	水京
曰	甘
胃	田月
鹽	臣𠂉卜圍米皿
賴	木中𠂊貝
獨	犬四勹虫
窩	穴冎口
堆	土隹
赴	走卜
載	十戈車
躲	身几木
孟	子皿
抵	扌氏丶
甜	舌甘
舉	臼牙廾扌
彩	爪木彡
甚	甘匚八
厄	厂卩
粗	米且
傑	人癶木
噸	口一屮頁
慶	鹿㇕心夂
緣	糸彑豕
駐	馬丶王
申	申
衛	行㐄口㐄
訓	言川
念	亼㇕心
蕭	艹尹亞一
惹	艹𠂇口心
帳	巾長
勸	艹口口隹力
讚	言牛儿牛儿貝
盒	亼口皿
逃	辵儿⺍
嘉	十豆力口
納	糸内
升	丿廾
倉	亼戶口
姚	女儿⺍
休	人木
症	疒一止
斤	斤
功	工力
喇	口木中刀
釦	金口
浪	水丶艮
扣	扌口
泰	廾水
忠	中心
梁	水刀八木
吸	口𠂊又
貝	貝
跨	足大一丂
盧	虎田皿
森	三木
瞎	目宀丰口
卷	䒑大卩
于	丁一
井	井
針	金十
蛇	虫宀匕
寺	土寸
購	貝甘冄
導	辵八頁寸
飲	食欠
噴	口屮貝
虛	虎丘
屏	尸䒑廾
優	人頁心夂
灌	水艹口口隹
埋	土田土
略	田夂口
掃	扌彐冂巾
吶	口内
目	目
蒙	艹冃豕
託	言丿七
托	扌丿七
巧	工丂
淡	水火火
賤	貝戈戈
拜	手一丰
冬	夂冫
娜	女冄阝
懷	心衣四水
池	水也
敲	京口攴
凱	山豆几
鐘	金立田土
愁	禾火心
鋪	金甫
薩	艹阝立厂生
揚	扌日一勿
勇	龴用力
財	貝才
鍊	金木四
終	糸夂冫
質	斤斤貝
泥	水尸匕
昏	氏日
遇	辵田冂厶
喬	丿大口冂口
欄	木門木四
鍋	金冎口
巨	匚龴
儀	人羊彐戈
遲	辵尸水牛
怎	𠂉匕心
磨	广木木石
呼	口爪丁
賭	貝耂
液	水亠人夕丶
泉	白水
嫁	女宀豕
捲	扌䒑大卩
汪	水王
稍	禾小月
薛	艹丿㠯辛
賈	西貝
豆	豆
頓	一屮頁
旺	日王
儂	人曲辰
攻	工攴
祥	示羊
委	禾女
佐	人𠂇工
臨	臣𠂉三口
隔	阝一口冂八丁
繞	糸土土土兀
輛	車一内内
崔	山隹
溝	水甘冄
碗	石宀夕卩
賠	貝立口
吻	口勿
健	人廴尹二
速	辵木中
失	𠂉大
雄	𠂇厶隹
胸	月勹乂凵
框	木匚王
鬥	丮丮
暴	日艹廾水
湊	水廾一大
陣	阝車
識	言立日戈
娃	女土土
唯	口隹
漏	水尸雨
拔	扌犬㇕
洛	水夂口
探	扌冂八木
碟	石廿乚木
郎	丶艮阝
珠	王𠂉木
劑	齊刀
尿	尸水
透	辵禾㇕丿
惠	東厶心
譚	言西日十
營	火火冂口口
府	广人寸
菲	艹非
叼	口㇕一
父	八乂
耳	耳
殘	歹戈戈
窗	穴囪
搜	扌申又
希	乂𠂇巾
患	中中心
尾	尸毛
播	扌釆田
岩	山石
逗	辵豆
廢	广癶弓殳
賢	臣又貝
限	阝艮
帝	亠八冂巾
昌	日日
模	木艹日大
磚	石東厶寸
扁	戶冊
舒	亼十口予
嫌	女䒑彐二八
陶	阝勹午凵
苗	艹田
剪	䒑月刀刀
羽	习习
哩	口田土
稿	禾京口
棟	木東
邦	丰阝
撿	扌亼口口从
玲	王亼龴
驚	艹勹口攴馬
坑	土亠几
備	人廿丿用
撥	扌癶弓殳
袋	人弋衣
趁	走人彡
妖	女丿大
甩	月乚
錦	金白巾
溼	水一幺幺土
琳	王木木
乙	乚
伴	人半
淺	水戈戈
尊	八酉寸
顏	文厂彡頁
匯	匚水隹
熬	丰力攴火
吊	口巾
霜	雨木目
沿	水公
伯	人白
盜	水欠皿
浩	水牛口
剩	禾北刀
域	土戈口一
祖	示且
肺	月一巾
附	阝人寸
制	牛巾刀
玄	亠幺
置	四十目
豪	京豕
恆	心二月
助	且力
濤	水士㇕工一口寸
幽	幺幺山
欣	斤欠
豐	丰丰山豆
辣	辛木中
煤	火甘木
戀	言糸糸心
圍	圍㐄口㐄
瓜	瓜
諸	言耂
俾	人鬼十
慧	丰丰彐心
墨	四土火土
鮮	魚羊
鏡	金立日儿
娶	耳又女
蝦	虫尸二龴又
犬	犬
鵬	月月鳥
誠	言戌㇕
賀	力口貝
險	阝亼口口从
飾	食𠂉巾
撐	扌小冂口牙
炎	火火
震	雨辰
鋒	金夂丰
遂	辵八豕
斌	文戈止
軒	車干
控	扌穴工
殼	士冂一几殳
擋	扌小冂口田
覆	西行𠂉日夂
趟	走小冂口
禁	木木示
烤	火耂丂
盃	不皿
童	立田土
蟲	三虫
徵	行山一王攴
靚	丰月見
杯	木不
暨	艮旡日一
晴	日丰月
魂	二厶鬼
益	水皿
庭	广廴人土
肝	月干
濃	水曲辰
坊	土方
晨	日辰
紀	糸巳
振	扌辰
塵	鹿土
割	宀丰口刀
敗	貝攴
消	水小月
兆	儿⺍
楓	木凡虫
隆	阝夂一生
撤	扌了月攴
粥	弓米弓
馨	士尸殳禾日
誤	言口一大
滑	水冎月
噠	口辵土羊
曼	日四又
暖	日爪二丿又
滬	水戶口巴
己	巳
止	止
柱	木丶王
塗	水亼木土
妻	一尹女
灣	水言糸糸弓
盾	𠂆十目
奔	大屮
潤	水門王
政	一止攴
爹	八乂夕夕
尹	尹
廖	广习习人彡
刺	木冂刀
冠	冃兀寸
躺	身小冂口
舍	亼十口
鑫	三金
蓮	艹辵車
售	隹口
獸	口口田一口犬
婚	女氏日
攝	扌三耳
醫	匚矢殳酉
閣	門夂口
妞	女彐丨
邱	丘阝
兔	象儿丶
敬	艹勹口攴
潮	水十日十月
昂	日匕卩
飽	食勹巳
咳	口丶彑
邪	牙阝
促	人足
鼠	臼釆
葛	艹日勹亡
串	中中
桑	三又木
續	糸士四貝
苑	艹夕卩
迎	辵匕卩
弓	弓
碎	石衣十
余	亼木
承	㇕水三
迪	辵由
膠	月习习人彡
烏	烏
牠	牛也
臣	臣
勤	廿口丰力
摔	扌亠幺⺍十
撈	扌火火冂扌力
蒸	艹㇕水一火
凌	冫土八夂
辛	辛
旗	方𠂉其
妙	女小丿
始	女厶口
符	竹人寸
倫	人亼冊
鋁	金口口
亭	京丁
吼	口子乚
云	二厶
研	石一廾
咪	口米
俗	人八公
爺	八乂耳阝
啓	戶攴口
霧	雨予丿夂力
珍	王人彡
卓	卜日十
韋	㐄口㐄
歡	艹口口隹欠
嗨	口水𠂉母
積	禾丰貝
擡	扌士口冂至
捧	扌廾扌
鳴	口鳥
舔	舌一大心
贊	牛儿牛儿貝
喃	口十冂半
簡	竹門日
豔	丰丰山豆土厶皿
愈	亼月刀心
溪	水爪幺大
罰	四言刀
歪	不一止
晃	日小兀
斜	亼木斗
預	予頁
鄒	勹屮勹屮阝
崗	山网山
尤	尤
洲	水⺍川
乎	爪丁
湘	水木目
罷	四厶月匕匕
軸	車由
妳	女𠂊小
翔	羊习习
異	田艹廾
隱	阝爪工彐心
枝	木十又
逸	辵象儿丶
哄	口艹廾
餐	歹又食
顆	田木頁
鴨	甲鳥
染	水九木
餅	食䒑廾
粘	米卜口
藝	艹土八土丮二厶
炮	火勹巳
桌	卜日木
芬	艹八刀
鴻	水工鳥
攜	扌山隹内口
腎	臣又月
撲	扌业大
萍	艹水干八
晶	三日
勾	勹厶
戒	戈廾
桂	木土土
朗	丶艮月
堵	土耂
矣	厶矢
捐	扌口月
彎	言糸糸弓
薑	艹三田田
荷	艹人丁口
畝	亠田𠂊丶
棉	木白巾
私	禾厶
擊	車凵殳手
姜	羊女
貸	人弋貝
嗲	口八乂夕夕
傾	人匕頁
鼓	十豆十又
霞	雨尸二龴又
瞧	目隹火
皇	白王
企	人止
互	一彑
沉	水冂几
箭	竹䒑月刀
柏	木白
騰	月䒑大馬
焦	隹火
憋	巾⺍攴心
潔	水丰刀糸
盟	日月皿
延	廴丿止
柔	予丿木
資	冫欠貝
粒	米立
嶺	山亼龴頁
盆	八刀皿
檢	木亼口口从
護	言艹隹又
眉	尸目
傘	人四人十
碧	王白石
籍	竹耒廿日
燙	水日一勿火
瑪	王馬
刮	舌刀
勿	勿
坤	土申
汁	水十
冊	冊
銘	金夕口
浴	水八公
翼	习习田艹廾
哲	扌斤口
涵	水了⺍凵
鈣	金下乚
菌	艹圍禾
敵	亠八冂十口攴
桶	木龴用
抹	扌一木
判	半刀
寵	宀龍
紋	糸文
弟	八弓丨丿
傅	人甫寸
衰	衣冄
譯	言四土半
柯	木丁口
叔	上小又
肩	戶月
殿	尸艹廾殳
番	釆田
驢	馬虎田皿
怡	心厶口
旭	九日
訪	言方
勢	土八土丮力
蒐	艹鬼
航	舟亠几
妮	女尸匕
萊	艹木从
坡	土皮
兇	乂凵儿
旅	方𠂉从
鷹	广人隹鳥
赤	土火
技	扌十又
韻	立日口貝
摘	扌亠八冂十口
翠	习习衣十
邁	辵艹田冂厶
孝	耂子
移	禾夕夕
搖	扌肉午凵
畢	田𠦒
予	予
岳	丘山
屎	尸米
融	一口冂八丁虫
棋	木其
勞	火火冂力
採	扌爪木
鈕	金彐丨
扶	扌夫
介	人八
渡	水广廿又
